RECIPE_ID,IRDNT_SN,IRDNT_NM,IRDNT_CPCTY,IRDNT_TY_CODE,IRDNT_TY_NM
1,1,쌀,4컵,3060001,주재료
1,2,안심,200g,3060001,주재료
1,3,콩나물,20g,3060001,주재료
1,4,청포묵,1/2모,3060001,주재료
1,5,미나리,20g,3060001,주재료
1,6,소금,약간,3060003,양념
1,7,국간장,약간,3060003,양념
1,8,다진파,약간,3060003,양념
1,9,다진마늘,약간,3060003,양념
1,10,참기름,약간,3060003,양념
1,11,고추장,1/2큰술,3060002,부재료
1,12,설탕,약간,3060003,양념
1,13,숙주,20g,3060001,주재료
1,14,도라지,20g,3060001,주재료
1,15,고사리,20g,3060001,주재료
1,16,달걀,1개,3060001,주재료
1,17,양지머리,100g,3060002,부재료
2,18,멥쌀,1컵,3060001,주재료
2,19,찹쌀,2컵,3060001,주재료
2,20,수수,1컵,3060002,부재료
2,21,차조,1컵,3060002,부재료
2,22,콩,1/2컵,3060002,부재료
2,23,팥,1/2컵,3060002,부재료
2,24,소금,약간,3060003,양념
3,25,당면,50g,3060001,주재료
3,26,돼지고기,100g,3060001,주재료
3,27,표고버섯,2장,3060001,주재료
3,28,호박,1/4개,3060002,부재료
3,29,당근,1/2개,3060002,부재료
3,30,부추,30g,3060001,주재료
3,31,청고추,약간,3060002,부재료
3,32,홍고추,약간,3060002,부재료
3,33,다진파,2큰술,3060003,양념
3,34,다진마늘,1큰술,3060003,양념
3,35,간장,4큰술,3060003,양념
3,36,참기름,1큰술,3060003,양념
3,38,밥,3공기,3060002,부재료
3,39,통후추,약간,3060003,양념
4,40,쌀,2컵,3060001,주재료
4,41,콩나물,300g,3060001,주재료
4,42,쇠고기,100g,3060001,주재료
4,43,대파,1/2개,3060003,양념
4,44,마늘,2쪽,3060003,양념
4,45,참기름,1큰술,3060003,양념
4,46,깨소금,1큰술,3060003,양념
4,47,고춧가루,조금,3060003,양념
4,48,간장,4큰술,3060003,양념
4,49,소금,약간,3060003,양념
4,50,통후추,약간,3060003,양념
5,51,찹쌀,3컵,3060001,주재료
5,52,흑설탕,1컵,3060003,양념
5,53,계핏가루,1/2큰술,3060003,양념
5,54,밤,200g,3060002,부재료
5,55,대추,50g,3060002,부재료
5,56,잣,1큰술,3060002,부재료
5,57,올리고당,적당량,3060003,양념
5,58,식물성기름,3큰술,3060003,양념
5,59,흰설탕,1컵,3060003,양념
5,60,간장,1/3컵,3060003,양념
5,61,물,4컵,3060003,양념
6,62,호박,1/2개,3060001,주재료
6,63,팥,1컵,3060002,부재료
6,64,찹쌀,2컵,3060001,주재료
6,65,물,10컵,3060003,양념
6,66,설탕,약간,3060003,양념
6,67,소금,약간,3060003,양념
7,68,쌀,1컵,3060001,주재료
7,69,흑임자,1/2컵,3060001,주재료
7,70,물,6컵,3060003,양념
7,71,소금,약간,3060003,양념
7,72,설탕,약간,3060003,양념
8,73,쇠고기,200g,3060002,부재료
8,74,감자,2개,3060002,부재료
8,75,양파,1개,3060002,부재료
8,76,당근,1/2개,3060002,부재료
8,77,완두콩,4큰술,3060002,부재료
8,78,카레가루,70g,3060001,주재료
8,79,우유,1/2컵,3060003,양념
8,80,밥,4공기,3060001,주재료
8,81,소금,약간,3060003,양념
8,82,통후추,약간,3060003,양념
9,83,달걀,3개,3060001,주재료
9,84,양파,1/4개,3060002,부재료
9,85,물,3컵,3060003,양념
9,86,당근,1/3개,3060002,부재료
9,87,쌈장,3큰술,3060003,양념
9,88,후춧가루,약간,3060003,양념
9,89,소금,약간,3060003,양념
9,90,밥,2공기,3060001,주재료
9,91,녹색피망,1/2개,3060002,부재료
9,92,홍피망,1/2개,3060002,부재료
9,93,오이,1/3개,3060002,부재료
9,94,전분,약간,3060002,부재료
9,95,멸치,한 줌,3060003,양념
9,96,다시마,1장,3060003,양념
10,97,밀가루,4컵,3060001,주재료
10,98,감자,2개,3060001,주재료
10,99,애호박,1/2개,3060002,부재료
10,100,멸치,10마리,3060003,양념
10,101,실파,2뿌리,3060002,부재료
10,102,홍고추,1개,3060002,부재료
10,103,물,1컵,3060003,양념
10,104,양념장,적당량,3060003,양념
10,105,국간장,약간,3060003,양념
10,106,참기름,약간,3060003,양념
10,107,소금,약간,3060003,양념
11,108,냉면,400g,3060001,주재료
11,109,쇠고기,300g,3060002,부재료
11,110,동치미국물,1개,3060001,주재료
11,111,오이,1개,3060002,부재료
11,112,배,1개,3060002,부재료
11,113,달걀,2개,3060002,부재료
11,114,식초,2큰술,3060003,양념
11,115,설탕,1큰술,3060003,양념
11,116,소금,약간,3060003,양념
11,117,쇠고기육수,4컵,3060001,주재료
11,118,동치미무,1개,3060002,부재료
12,119,국수,400g,3060001,주재료
12,120,쇠고기,100g,3060001,주재료
12,121,동치미무,1/4개,3060001,주재료
12,122,달걀,1개,3060002,부재료
12,123,홍고추,1개,3060002,부재료
12,124,소금,약간,3060003,양념
12,125,깨소금,약간,3060003,양념
12,126,참기름,1/2큰술,3060003,양념
12,127,동치미국물,8컵,3060002,부재료
12,128,간장,1큰술,3060003,양념
12,129,설탕,1/4작은술,3060003,양념
12,130,통후추,약간,3060003,양념
13,131,열무,1/2단,3060001,주재료
13,132,찹쌀가루,2큰술,3060003,양념
13,133,냉면,500g,3060001,주재료
13,134,홍고추,1개,3060002,부재료
13,135,청고추,1개,3060002,부재료
13,136,대파,약간,3060002,부재료
13,137,다진마늘,1작은술,3060003,양념
13,138,다진생강,1/2작은술,3060003,양념
13,139,고춧가루,4큰술,3060003,양념
13,140,식초,4큰술,3060003,양념
13,141,설탕,4큰술,3060003,양념
13,142,겨자,약간,3060003,양념
13,143,물,1컵,3060003,양념
14,144,국수,200g,3060001,주재료
14,145,표고버섯,3장,3060001,주재료
14,146,오이,1/2개,3060001,주재료
14,147,달걀,1개,3060002,부재료
14,148,부추,1/3단,3060001,주재료
14,149,쇠고기,100g,3060002,부재료
14,150,양념장,적당량,3060003,양념
14,151,상추,6장,3060002,부재료
14,152,깻잎,15장,3060002,부재료
15,153,국수,400g,3060001,주재료
15,154,돼지고기,100g,3060002,부재료
15,155,녹말,1큰술,3060003,양념
15,156,달걀흰자,1개,3060003,양념
15,157,오징어,1/2마리,3060001,주재료
15,158,새우,100g,3060001,주재료
15,159,홍합,100g,3060001,주재료
15,160,표고버섯,2개,3060002,부재료
15,161,죽순,2개,3060002,부재료
15,162,대파,약간,3060002,부재료
15,163,다진마늘,약간,3060003,양념
15,164,멸치국물,8컵,3060003,양념
15,165,청주,약간,3060003,양념
15,166,소금,약간,3060003,양념
16,167,배추김치,1/2포기,3060001,주재료
16,168,숙주,150g,3060001,주재료
16,169,표고버섯,4장,3060002,부재료
16,170,두부,1/2모,3060002,부재료
16,171,만두피,40장,3060001,주재료
16,172,육수,7컵,3060002,부재료
16,173,쇠고기,40g,3060001,주재료
16,174,다진파,1큰술,3060003,양념
16,175,다진마늘,1큰술,3060003,양념
16,176,소금,약간,3060003,양념
16,177,후춧가루,약간,3060003,양념
16,178,깨소금,약간,3060003,양념
16,179,간장,1큰술,3060003,양념
16,180,설탕,1큰술,3060003,양념
16,181,참기름,1큰술,3060003,양념
17,182,다시마,2장,3060001,주재료
17,183,오이,1/2개,3060002,부재료
17,184,홍고추,1개,3060002,부재료
17,185,다진파,1/2작은술,3060003,양념
17,186,다진마늘,1/4작은술,3060003,양념
17,187,소금,약간,3060003,양념
17,188,고춧가루,약간,3060003,양념
17,189,깨소금,약간,3060003,양념
17,190,물,5컵,3060002,부재료
18,191,두부,1모,3060001,주재료
18,192,쇠고기,100g,3060001,주재료
18,193,대파,1뿌리,3060002,부재료
18,194,다진마늘,1큰술,3060003,양념
18,195,고추장,1큰술,3060003,양념
18,196,참기름,1작은술,3060003,양념
18,197,간장,조금,3060003,양념
18,198,소금,조금,3060003,양념
18,199,후춧가루,조금,3060003,양념
19,200,두부,1/2모,3060001,주재료
19,201,콩나물,50g,3060002,부재료
19,202,모시조개,200g,3060001,주재료
19,203,북어,30g,3060001,주재료
19,204,홍고추,1개,3060002,부재료
19,205,실파,3뿌리,3060002,부재료
19,206,밀가루,1큰술,3060002,부재료
19,207,달걀,1개,3060002,부재료
19,208,마늘,1큰술,3060003,양념
19,209,소금,약간,3060003,양념
19,210,후춧가루,약간,3060003,양념
20,211,쇠고기,120g,3060001,주재료
20,212,무,400g,3060001,주재료
20,213,실파,20g,3060002,부재료
20,214,마늘,1작은술,3060003,양념
20,215,국간장,1큰술,3060003,양념
20,216,소금,1큰술,3060003,양념
20,217,참기름,약간,3060003,양념
20,218,후춧가루,약간,3060003,양념
21,220,물미역,2컵,3060001,주재료
21,221,다진쇠고기,150g,3060001,주재료
21,222,마늘,1큰술,3060003,양념
21,223,식용유,약간,3060002,부재료
21,224,후춧가루,약간,3060003,양념
21,225,국간장,2큰술,3060003,양념
21,226,참기름,2큰술,3060003,양념
21,227,물,10컵,3060002,부재료
22,228,물미역,2컵,3060001,주재료
22,229,오이,1/2개,3060002,부재료
22,230,대파,1/2뿌리,3060003,양념
22,231,다진마늘,1/2작은술,3060003,양념
22,232,깨소금,약간,3060003,양념
22,233,소금,약간,3060003,양념
22,234,고춧가루,약간,3060003,양념
22,235,간장,2큰술,3060003,양념
22,236,물,10컵,3060002,부재료
23,237,생태,1마리,3060001,주재료
23,238,미나리,50g,3060002,부재료
23,239,콩나물,50g,3060002,부재료
23,240,무,1/4개,3060002,부재료
23,241,홍고추,1개,3060002,부재료
23,242,마늘,2쪽,3060003,양념
23,243,쌀뜨물,10컵,3060002,부재료
23,244,소금,약간,3060003,양념
23,245,후춧가루,약간,3060003,양념
24,246,연어,6조각,3060001,주재료
24,247,후춧가루,약간,3060003,양념
24,248,레몬즙,40g,3060003,양념
24,249,소금,약간,3060003,양념
24,250,양파,1/2개,3060002,부재료
24,251,양송이버섯,4개,3060002,부재료
24,252,올리브오일,60g,3060003,양념
24,253,방울토마토,4개,3060002,부재료
24,254,페스토소스,만드는법 참조,3060003,양념
24,255,모듬채소,약간,3060002,부재료
24,256,차이브,4개,3060002,부재료
25,257,오이,2개,3060001,주재료
25,258,대파,1작은술,3060003,양념
25,259,다진마늘,1작은술,3060003,양념
25,260,간장,3큰술,3060003,양념
25,261,식초,3큰술,3060003,양념
25,262,설탕,1큰술,3060003,양념
25,263,깨소금,약간,3060003,양념
25,264,고춧가루,약간,3060003,양념
25,265,물,10컵,3060001,주재료
25,267,홍고추,1개,3060002,부재료
25,269,소금,약간,3060003,양념
26,270,문어,80g,3060001,주재료
26,271,오징어,80g,3060001,주재료
26,272,꼴뚜기,80g,3060001,주재료
26,273,새우,6개,3060001,주재료
26,274,쭈꾸미,4개,3060001,주재료
26,275,참소라살,60g,3060001,주재료
26,276,모시조개,10개,3060001,주재료
26,277,가리비,2개,3060001,주재료
26,278,검은껍질홍합,10개,3060001,주재료
26,280,양파,60g,3060002,부재료
26,281,샐러리,40g,3060002,부재료
26,282,당근,40g,3060002,부재료
26,283,루콜라,40g,3060002,부재료
26,284,트레비소,4잎,3060002,부재료
26,285,소스,퓨전,3060003,양념
27,286,재첩,10컵,3060001,주재료
27,287,부추,20g,3060002,부재료
27,288,물,4컵,3060002,부재료
27,289,소금,약간,3060003,양념
28,290,도미,300g,3060001,주재료
28,291,감자,1개,3060001,주재료
28,292,방울토마토,50g,3060001,주재료
28,293,바질,10g,3060003,양념
28,294,블랙올리브,40g,3060002,부재료
28,295,케이퍼,15g,3060002,부재료
28,296,스위트마조람,20g,3060002,부재료
28,297,올리브오일,50g,3060003,양념
28,298,화이트와인,50g,3060003,양념
28,299,달걀노른자,적량,3060002,부재료
28,300,오레가노,20g,3060002,부재료
28,301,그린올리브,10g,3060002,부재료
29,302,쇠고기,600g,3060001,주재료
29,303,간장,1큰술,3060003,양념
29,304,실파,1단,3060001,주재료
29,305,느타리버섯,300g,3060001,주재료
29,306,마늘,약간,3060003,양념
29,307,후춧가루,약간,3060003,양념
29,308,꼬치,8개,3060003,양념
29,309,참기름,약간,3060003,양념
29,310,깨소금,약간,3060003,양념
29,311,설탕,1큰술,3060003,양념
29,312,꿀,1큰술,3060003,양념
29,313,다진파,2큰술,3060003,양념
29,314,다진마늘,3큰술,3060003,양념
29,315,배즙,3큰술,3060003,양념
29,316,생강즙,1큰술,3060003,양념
30,317,쇠고기,400g,3060001,주재료
30,318,양송이버섯,200g,3060001,주재료
30,319,녹색피망,4개,3060002,부재료
30,320,양파,1개,3060002,부재료
30,321,마늘,3톨,3060003,양념
30,322,간장,1큰술,3060003,양념
30,323,올리고당,1큰술,3060001,주재료
30,324,케첩,4큰술,3060001,주재료
30,325,설탕,1큰술,3060003,양념
30,326,소금,약간,3060003,양념
30,327,후춧가루,약간,3060003,양념
30,328,식용유,4큰술,3060003,양념
31,329,물,10컵,3060002,부재료
31,330,팥,2컵,3060001,주재료
31,331,소금,약간,3060003,양념
31,332,밀가루,4컵,3060001,주재료
31,333,날콩가루,4큰술,3060002,부재료
32,334,죽순,2개,3060001,주재료
32,335,표고버섯,8장,3060001,주재료
32,336,대파,1뿌리,3060002,부재료
32,337,식용유,2큰술,3060003,양념
32,338,물,조금,3060002,부재료
32,339,간장,3큰술,3060003,양념
32,340,다진파,1큰술,3060003,양념
32,341,다진마늘,1/2큰술,3060003,양념
32,342,참기름,1/2큰술,3060003,양념
32,343,설탕,1/2큰술,3060003,양념
32,344,소금,약간,3060003,양념
32,345,후춧가루,약간,3060003,양념
33,346,부추,1단,3060001,주재료
33,347,돼지고기,100g,3060002,부재료
33,348,표고버섯,4장,3060001,주재료
33,349,대파,1뿌리,3060002,부재료
33,350,생강,1/2쪽,3060003,양념
33,351,간장,1큰술,3060003,양념
33,352,청주,1큰술,3060003,양념
33,353,소금,약간,3060003,양념
33,354,식용유,약간,3060003,양념
34,355,상추잎,10장,3060001,주재료
34,356,두부,1/2모,3060001,주재료
34,357,깨소금,1작은술,3060003,양념
34,358,꿀,1작은술,3060003,양념
34,359,소금,약간,3060003,양념
34,360,레몬즙,1작은술,3060003,양념
34,361,연겨자,약간,3060003,양념
34,362,적양배추,5장,3060001,주재료
34,363,당근,1/4개,3060002,부재료
34,364,파프리카,1/2개,3060002,부재료
35,365,콩나물,600g,3060001,주재료
35,366,다진파,1큰술,3060003,양념
35,367,다진마늘,1과1/2작은술,3060003,양념
35,368,깨소금,2큰술,3060003,양념
35,369,참기름,1큰술,3060003,양념
35,370,실고추,약간,3060003,양념
35,371,소금,약간,3060003,양념
35,372,후춧가루,약간,3060003,양념
36,373,우엉,400g,3060001,주재료
36,374,간장,4큰술,3060003,양념
36,375,올리고당,2큰술,3060003,양념
36,376,깨소금,1큰술,3060003,양념
36,377,소금,약간,3060003,양념
36,378,물,약간,3060003,양념
37,379,두부,1모,3060001,주재료
37,380,토마토,2개,3060001,주재료
37,381,바질,20장,3060001,주재료
37,382,다진양파,1큰술,3060002,부재료
37,383,식초,3큰술,3060003,양념
37,384,포도씨유,5큰술,3060003,양념
37,385,간장,1큰술,3060003,양념
37,386,소금,약간,3060003,양념
38,387,잔멸치,1컵,3060001,주재료
38,388,당근,1/2개,3060002,부재료
38,389,청고추,4개,3060002,부재료
38,390,식용유,4큰술,3060002,부재료
38,391,깨소금,2큰술,3060003,양념
38,392,간장,1큰술,3060003,양념
38,393,설탕,약간,3060003,양념
38,394,청주,약간,3060003,양념
39,395,갈치,1마리,3060001,주재료
39,396,무,1/4개,3060001,주재료
39,397,감자,1개,3060002,부재료
39,398,홍고추,1개,3060002,부재료
39,399,대파,1/2뿌리,3060002,부재료
39,400,물,약간,3060003,양념
39,401,간장,4큰술,3060003,양념
39,402,고추장,1큰술,3060003,양념
39,403,고춧가루,1큰술,3060003,양념
39,404,마늘,2톨,3060003,양념
39,405,생강,1/2개,3060003,양념
39,406,설탕,2큰술,3060003,양념
39,407,깨소금,약간,3060003,양념
39,408,참기름,약간,3060003,양념
40,409,닭고기,1마리,3060001,주재료
40,410,간장,5큰술,3060003,양념
40,411,고추장,2큰술,3060002,부재료
40,412,고춧가루,1과1/2큰술,3060003,양념
40,413,대파,1뿌리,3060002,부재료
40,414,마늘,3쪽,3060002,부재료
40,415,생강즙,1큰술,3060003,양념
40,416,깨소금,약간,3060003,양념
40,417,후춧가루,약간,3060003,양념
41,418,다시마,1장,3060001,주재료
41,419,두부,1모,3060002,부재료
41,420,표고버섯,5장,3060002,부재료
41,421,당근,1/4개,3060002,부재료
41,422,고추,2개,3060002,부재료
41,423,들깨가루,1큰술,3060003,양념
41,424,깨소금,1큰술,3060003,양념
41,425,소금,1작은술,3060003,양념
41,426,참기름,1작은술,3060003,양념
41,427,후춧가루,약간,3060003,양념
41,428,초고추장,2큰술,3060003,양념
41,429,간장,2큰술,3060003,양념
42,430,칼국수면,300g,3060001,주재료
42,431,팥,3컵,3060001,주재료
42,432,물,15컵,3060002,부재료
42,433,소금,약간,3060003,양념
42,434,설탕,약간,3060003,양념
43,435,콩나물,400g,3060001,주재료
43,436,쇠고기,100g,3060001,주재료
43,437,표고버섯,4장,3060001,주재료
43,438,양파,1/2개,3060002,부재료
43,439,당근,1/2개,3060002,부재료
43,440,미나리,1단,3060002,부재료
43,441,달걀,2개,3060002,부재료
43,442,소금,약간,3060003,양념
43,443,깨소금,약간,3060003,양념
43,444,참기름,2큰술,3060003,양념
43,445,식용유,2큰술,3060002,부재료
43,446,간장,2큰술,3060003,양념
43,447,설탕,2작은술,3060003,양념
43,448,다진파,약간,3060003,양념
43,449,다진마늘,약간,3060003,양념
43,450,후춧가루,약간,3060003,양념
44,451,양배추,8장,3060001,주재료
44,452,쇠고기,300g,3060001,주재료
44,453,밤,8개,3060001,주재료
44,454,양파,1/2개,3060001,주재료
44,455,육수,1컵,3060002,부재료
44,456,녹말,1작은술,3060002,부재료
44,457,물,1작은술,3060002,부재료
44,458,무명실,8개,3060002,부재료
44,459,소금,약간,3060003,양념
44,460,간장,1큰술,3060003,양념
44,461,깨소금,1큰술,3060003,양념
44,462,청주,1큰술,3060003,양념
44,463,다진파,2큰술,3060003,양념
44,464,다진마늘,1큰술,3060003,양념
44,465,참기름,1/2큰술,3060003,양념
44,466,파슬리가루,약간,3060002,부재료
44,467,후춧가루,약간,3060003,양념
45,468,마늘,10통,3060001,주재료
45,469,물,15컵,3060002,부재료
45,470,소금,1/2컵,3060003,양념
45,471,식초,5컵,3060003,양념
45,472,간장,1/2컵,3060001,주재료
46,473,오징어,2마리,3060001,주재료
46,474,고추장,2큰술,3060003,양념
46,475,다진파,2큰술,3060003,양념
46,476,다진마늘,1큰술,3060003,양념
46,477,올리고당,1큰술,3060003,양념
46,478,생강즙,1/2큰술,3060003,양념
46,479,참기름,1/2큰술,3060003,양념
46,480,간장,1큰술,3060003,양념
46,481,설탕,1큰술,3060003,양념
46,482,고춧가루,1/2큰술,3060003,양념
46,483,깨소금,1작은술,3060003,양념
47,484,대구,300g,3060001,주재료
47,485,생강즙,1작은술,3060001,주재료
47,486,식용유,3컵,3060002,부재료
47,487,육수,1컵,3060002,부재료
47,488,목이버섯,30g,3060001,주재료
47,489,양파,1/2개씩,3060002,부재료
47,490,당근,1/2개씩,3060002,부재료
47,491,녹색피망,1개,3060002,부재료
47,492,파인애플,1쪽,3060002,부재료
47,493,식초,2큰술,3060003,양념
47,494,설탕,3큰술,3060003,양념
47,495,달걀,1개,3060002,부재료
47,496,녹말,4큰술,3060002,부재료
47,497,청주,1큰술,3060003,양념
47,498,케첩,1큰술,3060003,양념
47,499,마늘,1쪽,3060003,양념
47,500,간장,1작은술,3060003,양념
47,501,소금,조금씩,3060003,양념
47,502,후춧가루,조금씩,3060003,양념
48,503,갈비,1.2kg,3060001,주재료
48,504,배즙,4큰술,3060003,양념
48,505,양파즙,2큰술,3060003,양념
48,506,올리고당,2큰술,3060003,양념
48,507,설탕,2큰술,3060003,양념
48,508,통깨,약간,3060003,양념
48,509,참기름,약간,3060003,양념
48,510,후춧가루,약간,3060003,양념
48,511,청주,2큰술,3060003,양념
48,512,간장,1/4컵,3060003,양념
48,513,육수,1/4컵,3060003,양념
48,514,대파,1/2뿌리,3060003,양념
48,515,마늘,3쪽,3060003,양념
48,516,양파,1/2개,3060003,양념
48,517,상추,약간,3060002,부재료
48,518,깻잎,약간,3060002,부재료
48,519,생강즙,1작은술,3060003,양념
48,520,월계수잎,3장,3060003,양념
49,521,달걀,1개,3060002,부재료
49,522,당근,1/2개,3060002,부재료
49,523,마늘,3톨,3060003,양념
49,524,육수,2컵,3060002,부재료
49,525,버터,2큰술,3060002,부재료
49,526,샐러리,2대,3060002,부재료
49,527,쇠고기,50g,3060002,부재료
49,528,양파,1/2개,3060002,부재료
49,529,밀가루,1/2컵,3060002,부재료
49,530,월계수잎,2장,3060003,양념
49,531,돼지고기,400g,3060001,주재료
49,532,레드와인,3큰술,3060003,양념
49,533,케첩,5큰술,3060003,양념
49,534,빵가루,3컵,3060002,부재료
49,535,식용유,3컵,3060002,부재료
49,536,소금,약간,3060003,양념
49,537,후춧가루,약간,3060003,양념
50,538,쇠고기,1.2kg,3060001,주재료
50,539,무,1/2개,3060001,주재료
50,540,당근,1개,3060001,주재료
50,541,표고버섯,8장,3060001,주재료
50,542,밤,8개,3060001,주재료
50,543,달걀,1개,3060002,부재료
50,544,홍고추,2개,3060002,부재료
50,545,은행,8알,3060002,부재료
50,546,잣,1큰술,3060002,부재료
50,547,간장,1컵,3060003,양념
50,548,설탕,1/2컵,3060003,양념
50,549,청주,4큰술,3060003,양념
50,550,배,1/2개,3060003,양념
50,551,다진파,4큰술,3060003,양념
50,552,다진마늘,2큰술,3060003,양념
50,553,깨소금,약간,3060003,양념
50,554,참기름,약간,3060003,양념
50,555,후춧가루,약간,3060003,양념
50,556,대파,2대,3060002,부재료
51,557,돼지고기,600g,3060001,주재료
51,558,된장,2큰술,3060003,양념
51,559,생강,1쪽,3060003,양념
51,560,배추,1/2포기,3060002,부재료
51,561,무명실,약간,3060002,부재료
51,562,새우젓,2큰술,3060001,주재료
51,563,고춧가루,1/2큰술,3060003,양념
51,564,다진파,1큰술,3060003,양념
51,565,다진마늘,1작은술,3060003,양념
51,566,깨소금,약간,3060002,부재료
51,567,참기름,약간,3060003,양념
51,568,무,200g,3060001,주재료
51,569,굴,50g,3060001,주재료
51,570,미나리,15g,3060002,부재료
51,571,갓,20g,3060002,부재료
51,572,실파,5뿌리,3060002,부재료
51,574,젓국,2큰술,3060003,양념
52,575,홍합,100g,3060001,주재료
52,576,청주,1큰술,3060003,양념
52,577,대파,1/2뿌리,3060002,부재료
52,578,소금,약간,3060003,양념
52,579,파슬리,약간,3060002,부재료
52,580,고추장,1과1/2큰술,3060003,양념
52,581,간장,1과1/2큰술,3060003,양념
52,582,올리고당,3큰술,3060003,양념
52,584,다진마늘,1큰술,3060003,양념
52,585,생강즙,1/2큰,3060003,양념
52,586,깨소금,1큰술,3060002,부재료
52,587,참기름,1큰술,3060003,양념
53,588,청국장,1컵,3060001,주재료
53,589,쇠고기,100g,3060001,주재료
53,590,무,1/6개,3060001,주재료
53,591,배추김치,1/4포기,3060002,부재료
53,592,두부,1/2모,3060002,부재료
53,593,대파,1/2뿌리,3060002,부재료
53,594,다진마늘,1큰술,3060003,양념
53,595,김칫국물,약간,3060003,양념
53,596,소금,약간,3060003,양념
53,597,물,4컵,3060002,부재료
54,598,순두부,800g,3060001,주재료
54,599,돼지고기,100g,3060002,부재료
54,600,바지락,200g,3060002,부재료
54,601,배추김치,200g,3060002,부재료
54,602,양파,1/2개,3060002,부재료
54,603,대파,1/2뿌리,3060002,부재료
54,604,고춧가루,2큰술,3060003,양념
54,605,다진마늘,1큰술,3060003,양념
54,606,달걀,4개,3060002,부재료
54,607,소금,약간,3060003,양념
54,608,후춧가루,약간,3060003,양념
54,609,식용유,약간,3060002,부재료
54,610,물,3컵,3060002,부재료
55,611,동태,1마리,3060001,주재료
55,612,무,300g,3060001,주재료
55,613,애호박,1/2개,3060002,부재료
55,614,두부,1/2모,3060002,부재료
55,615,청고추,3개,3060002,부재료
55,616,홍고추,3개,3060002,부재료
55,617,대파,1뿌리,3060002,부재료
55,618,물,5컵,3060002,부재료
55,619,고추장,4큰술,3060003,양념
55,620,고춧가루,1큰술,3060003,양념
55,621,다진마늘,2큰술,3060003,양념
55,622,다진생강,1작은술,3060003,양념
55,623,소금,약간,3060003,양념
56,624,배추김치,1/4포기,3060001,주재료
56,625,돼지고기,120g,3060001,주재료
56,626,가래떡,1컵,3060001,주재료
56,627,대파,1뿌리,3060002,부재료
56,628,다진마늘,1큰술,3060003,양념
56,629,참기름,1작은술,3060003,양념
56,630,육수,4컵,3060002,부재료
56,631,고춧가루,3큰술,3060003,양념
56,632,생강즙,1/2작은술,3060003,양념
57,633,흰콩,1과1/2컵,3060001,주재료
57,634,물,1과1/2컵,3060002,부재료
57,635,돼지고기,200g,3060001,주재료
57,636,배춧잎,4장,3060001,주재료
57,637,다진파,3큰술,3060003,양념
57,638,다진마늘,2큰술,3060003,양념
57,639,식용유,약간,3060002,부재료
57,640,소금,약간,3060003,양념
57,641,간장,3큰술,3060003,양념
57,642,고춧가루,1/2큰술,3060003,양념
57,643,참기름,1/2큰술,3060003,양념
57,644,깨소금,1/2큰술,3060003,양념
58,645,통북어,2마리,3060001,주재료
58,646,콩나물,40g,3060001,주재료
58,647,두부,1/2모,3060001,주재료
58,648,달걀,2개,3060002,부재료
58,649,대파,1뿌리,3060002,부재료
58,650,다진마늘,2작은술,3060003,양념
58,651,소금,약간,3060003,양념
58,652,후춧가루,약간,3060003,양념
58,653,참기름,약간,3060003,양념
58,654,물,8컵,3060002,부재료
58,655,홍고추,1개,3060002,부재료
59,656,유부,5장,3060001,주재료
59,657,우엉,1/3뿌리,3060001,주재료
59,658,쇠고기,30g,3060001,주재료
59,659,당근,1/4개,3060002,부재료
59,660,밥,1공기,3060002,부재료
59,661,간장,2큰술,3060003,양념
59,662,청주,1큰술,3060003,양념
59,663,설탕,1큰술,3060003,양념
59,664,후춧가루,조금,3060003,양념
60,665,쌀,2와1/2컵,3060001,주재료
60,666,다시마,1장,3060002,부재료
60,667,청주,1작은술,3060002,부재료
60,668,소금,약간,3060002,부재료
60,669,식초,4큰술,3060003,양념
60,670,설탕,3큰술,3060003,양념
60,671,다진쇠고기,20g,3060001,주재료
60,672,표고버섯,2장,3060001,주재료
60,673,멸치,10g,3060001,주재료
60,674,단무지,10g,3060001,주재료
60,675,간장,약간,3060003,양념
60,676,올리고당,약간,3060003,양념
60,677,배추김치,20g,3060001,주재료
60,678,후춧가루,약간,3060003,양념
60,679,깨소금,약간,3060003,양념
60,680,참기름,약간,3060003,양념
60,681,고춧가루,약간,3060003,양념
61,682,해파리,300g,3060001,주재료
61,683,게맛살,8개,3060001,주재료
61,684,오이,1개,3060001,주재료
61,685,토마토,2개,3060002,부재료
61,686,다진마늘,3큰술,3060003,양념
61,687,식초,1/2컵,3060003,양념
61,688,육수,1/2컵,3060003,양념
61,689,설탕,3큰술,3060003,양념
61,690,간장,1/2큰술,3060003,양념
61,691,소금,1큰술,3060003,양념
61,692,참기름,1큰술,3060003,양념
62,693,배추,10포기,3060001,주재료
62,694,소금,5컵,3060003,양념
62,695,고춧가루,5컵,3060003,양념
62,696,물,1컵,3060002,부재료
62,697,무,1개,3060001,주재료
62,698,갓,1/2단,3060001,주재료
62,699,미나리,1단,3060001,주재료
62,700,실파,1단,3060002,부재료
62,701,배,1개,3060002,부재료
62,702,대파,5뿌리,3060002,부재료
62,703,마늘,10쪽,3060003,양념
62,704,생강,3쪽,3060003,양념
62,705,멸치젓,2컵,3060001,주재료
62,706,설탕,1큰술,3060003,양념
62,707,깨소금,1/2컵,3060003,양념
63,709,열무,2단,3060001,주재료
63,710,배추,1단,3060001,주재료
63,711,소금,1/2컵,3060003,양념
